code,description,chapter,chapter_desc,section,section_desc,inclusion_terms,includes,excludes1,excludes2,use_additional_code,code_first,notes,seven_char_note,seven_char_def_extensions,seven_char_def_notes,parent_codes
T42,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],[],['drug dependence and related mental and behavioral disorders due to psychoactive substance use (F10.--F19.-)'],[],[],[],['The appropriate 7th character is to be added to each code from category T42'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T43,"Poisoning by, adverse effect of and underdosing of psychotropic drugs, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],"['appetite depressants (T50.5-)', 'barbiturates (T42.3-)', 'benzodiazepines (T42.4-)', 'methaqualone (T42.6-)', 'psychodysleptics [hallucinogens] (T40.7-T40.9-)']",['drug dependence and related mental and behavioral disorders due to psychoactive substance use (F10.- -F19.-)'],[],[],[],['The appropriate 7th character is to be added to each code from category T43'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T44,"Poisoning by, adverse effect of and underdosing of drugs primarily affecting the autonomic nervous system",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T44'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T45,"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T45'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T46,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the cardiovascular system",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],"['poisoning by, adverse effect of and underdosing of metaraminol (T44.4)']",[],[],[],[],['The appropriate 7th character is to be added to each code from category T46'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T47,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the gastrointestinal system",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T47'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T48,"Poisoning by, adverse effect of and underdosing of agents primarily acting on smooth and skeletal muscles and the respiratory system",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T48'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T49,"Poisoning by, adverse effect of and underdosing of topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinorlaryngological and dental drugs",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],"['poisoning by, adverse effect of and underdosing of glucocorticoids, topically used']",[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T49'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T50,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances (T36-T50)",[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T50'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T51,Toxic effect of alcohol,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T51'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T52,Toxic effect of organic solvents,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],['halogen derivatives of aliphatic and aromatic hydrocarbons (T53.-)'],[],[],[],[],['The appropriate 7th character is to be added to each code from category T52'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T53'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T54,Toxic effect of corrosive substances,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T54'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T55,Toxic effect of soaps and detergents,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T55'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T56,Toxic effect of metals,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],"['toxic effects of fumes and vapors of metals', 'toxic effects of metals from all sources, except medicinal substances']","['arsenic and its compounds (T57.0)', 'manganese and its compounds (T57.2)']",[],"['code to identify any retained metal foreign body, if applicable (Z18.0-, T18.1-)']",[],[],['The appropriate 7th character is to be added to each code from category T56'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T57,Toxic effect of other inorganic substances,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T57'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T58,Toxic effect of carbon monoxide,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],"['asphyxiation from carbon monoxide', 'toxic effect of carbon monoxide from all sources']",[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T58'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T59,"Toxic effect of other gases, fumes and vapors",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],['aerosol propellants'],['chlorofluorocarbons (T53.5)'],[],[],[],[],['The appropriate 7th character is to be added to each code from category T59'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T60,Toxic effect of pesticides,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],['toxic effect of wood preservatives'],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T60'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T61,Toxic effect of noxious substances eaten as seafood,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],"['allergic reaction to food, such as:', 'anaphylactic reaction or shock due to adverse food reaction (T78.0-)', 'bacterial foodborne intoxications (A05.-)', 'dermatitis (L23.6, L25.4, L27.2)', 'food protein-induced enterocolitis syndrome (K52.21)', 'food protein-induced enteropathy (K52.22)', 'gastroenteritis (noninfective) (K52.29)', 'toxic effect of aflatoxin and other mycotoxins (T64)', 'toxic effect of cyanides (T65.0-)', 'toxic effect of harmful algae bloom (T65.82-)', 'toxic effect of hydrogen cyanide (T57.3-)', 'toxic effect of mercury (T56.1-)', 'toxic effect of red tide (T65.82-)']",[],[],[],[],['The appropriate 7th character is to be added to each code from category T61'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T62,Toxic effect of other noxious substances eaten as food,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],"['allergic reaction to food, such as:', 'anaphylactic shock (reaction) due to adverse food reaction (T78.0-)', 'bacterial food borne intoxications (A05.-)', 'dermatitis (L23.6, L25.4, L27.2)', 'food protein-induced enterocolitis syndrome (K52.21)', 'food protein-induced enteropathy (K52.22)', 'gastroenteritis (noninfective) (K52.29)', 'toxic effect of aflatoxin and other mycotoxins (T64)', 'toxic effect of cyanides (T65.0-)', 'toxic effect of hydrogen cyanide (T57.3-)', 'toxic effect of mercury (T56.1-)']",[],[],[],[],['The appropriate 7th character is to be added to each code from category T62'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T63,Toxic effect of contact with venomous animals and plants,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],"['bite or touch of venomous animal', 'pricked or stuck by thorn or leaf']",[],"['ingestion of toxic animal or plant (T61.-, T62.-)']",[],[],[],['The appropriate 7th character is to be added to each code from category T63'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T64,Toxic effect of aflatoxin and other mycotoxin food contaminants,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T64'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T65,Toxic effect of other and unspecified substances,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Toxic effects of substances chiefly nonmedicinal as to source (T51-T65),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T65'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T66,"Radiation sickness, unspecified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],"['specified adverse effects of radiation, such as:', 'burns (T20-T31)', 'leukemia (C91-C95)', 'radiation gastroenteritis and colitis (K52.0)', 'radiation pneumonitis (J70.0)', 'radiation related disorders of the skin and subcutaneous tissue (L55-L59)', 'sunburn (L55.-)']",[],[],[],[],['The appropriate 7th character is to be added to code T66'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T67,Effects of heat and light,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],"['erythema [dermatitis] ab igne (L59.0)', 'malignant hyperpyrexia due to anesthesia (T88.3)', 'radiation-related disorders of the skin and subcutaneous tissue (L55-L59)']","['burns (T20-T31)', 'sunburn (L55.-)', 'sweat disorder due to heat (L74-L75)']",[],[],[],['The appropriate 7th character is to be added to each code from category T67'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T68,Hypothermia,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),"['Accidental hypothermia', 'Hypothermia NOS']",[],"['hypothermia following anesthesia (T88.51)', 'hypothermia not associated with low environmental temperature (R68.0)', 'hypothermia of newborn (P80.-)']",['frostbite (T33-T34)'],"['code to identify source of exposure:', 'Exposure to excessive cold of man-made origin (W93)', 'Exposure to excessive cold of natural origin (X31)']",[],[],['The appropriate 7th character is to be added to code T68'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T69,Other effects of reduced temperature,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],[],['frostbite (T33-T34)'],"['code to identify source of exposure:', 'Exposure to excessive cold of man-made origin (W93)', 'Exposure to excessive cold of natural origin (X31)']",[],[],['The appropriate 7th character is to be added to each code from category T69'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T70,Effects of air pressure and water pressure,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T70'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T71,Asphyxiation,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),"['Mechanical suffocation', 'Traumatic suffocation']",[],"['acute respiratory distress (syndrome) (J80)', 'anoxia due to high altitude (T70.2)', 'asphyxia NOS (R09.01)', 'asphyxia from carbon monoxide (T58.-)', 'asphyxia from inhalation of food or foreign body (T17.-)', 'asphyxia from other gases, fumes and vapors (T59.-)', 'respiratory distress (syndrome) in newborn (P22.-)']",[],[],[],[],['The appropriate 7th character is to be added to each code from category T71'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T73,Effects of other deprivation,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category T73'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T74,"Adult and child abuse, neglect and other maltreatment, confirmed",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],"['abuse and maltreatment in pregnancy (O9A.3-, O9A.4-, O9A.5-)', 'adult and child maltreatment, suspected (T76.-)']",[],"['code, if applicable, to identify any associated current injury', 'external cause code to identify perpetrator, if known (Y07.-)']",[],[],['The appropriate 7th character is to be added to each code from category T74'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T75,Other and unspecified effects of other external causes,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],['adverse effects NEC (T78.-)'],['burns (electric) (T20-T31)'],[],[],[],['The appropriate 7th character is to be added to each code from category T75'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T76,"Adult and child abuse, neglect and other maltreatment, suspected",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],"['adult and child maltreatment, confirmed (T74.-)', 'suspected abuse and maltreatment in pregnancy (O9A.3-, O9A.4-, O9A.5-)', 'suspected adult physical abuse, ruled out (Z04.71)', 'suspected adult sexual abuse, ruled out (Z04.41)', 'suspected child physical abuse, ruled out (Z04.72)', 'suspected child sexual abuse, ruled out (Z04.42)']",[],"['code, if applicable, to identify any associated current injury']",[],[],['The appropriate 7th character is to be added to each code from category T76'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T78,"Adverse effects, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Other and unspecified effects of external causes (T66-T78),[],[],[],['complications of surgical and medical care NEC (T80-T88)'],[],[],[],['The appropriate 7th character is to be added to each code from category T78'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T79,"Certain early complications of trauma, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,Certain early complications of trauma (T79),[],[],[],"['acute respiratory distress syndrome (J80)', 'complications occurring during or following medical procedures (T80-T88)', 'complications of surgical and medical care NEC (T80-T88)', 'newborn respiratory distress syndrome (P22.0)']",[],[],[],['The appropriate 7th character is to be added to each code from category T79'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T80,"Complications following infusion, transfusion and therapeutic injection",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],['complications following perfusion'],[],"['bone marrow transplant rejection (T86.01)', 'febrile nonhemolytic transfusion reaction (R50.84)', 'fluid overload due to transfusion (E87.71)', 'posttransfusion purpura (D69.51)', 'transfusion associated circulatory overload (TACO) (E87.71)', 'transfusion (red blood cell) associated hemochromatosis (E83.111)', 'transfusion related acute lung injury (TRALI) (J95.84)']",[],[],[],['The appropriate 7th character is to be added to each code from category T80'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T81,"Complications of procedures, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],"['complications following immunization (T88.0-T88.1)', 'complications following infusion, transfusion and therapeutic injection (T80.-)', 'complications of transplanted organs and tissue (T86.-)', 'specified complications classified elsewhere, such as:', 'complication of prosthetic devices, implants and grafts (T82-T85)', 'dermatitis due to drugs and medicaments (L23.3, L24.4, L25.1, L27.0-L27.1)', 'endosseous dental implant failure (M27.6-)', 'floppy iris syndrome (IFIS) (intraoperative) H21.81', 'intraoperative and postprocedural complications of specific body system (D78.-, E36.-, E89.-, G97.3-, G97.4, H59.3-, H59.-, H95.2-, H95.3, I97.4-, I97.5, J95, K91.-, L76.-, M96.-, N99.-)', 'ostomy complications (J95.0-, K94.-, N99.5-)', 'plateau iris syndrome (post-iridectomy) (postprocedural) H21.82', 'poisoning and toxic effects of drugs and chemicals (T36-T65 with fifth or sixth character 1-4)']","['code for adverse effect, if applicable, to identify drug (T36-T50 with fifth or sixth character 5)']",[],[],['The appropriate 7th character is to be added to each code from category T81'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],['failure and rejection of transplanted organs and tissue (T86.-)'],[],[],[],['The appropriate 7th character is to be added to each code from category T82'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T83,"Complications of genitourinary prosthetic devices, implants and grafts",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],['failure and rejection of transplanted organs and tissue (T86.-)'],[],[],[],['The appropriate 7th character is to be added to each code from category T83'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T84,"Complications of internal orthopedic prosthetic devices, implants and grafts",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],"['failure and rejection of transplanted organs and tissues (T86.-)', 'fracture of bone following insertion of orthopedic implant, joint prosthesis or bone plate (M96.6)']",[],[],[],['The appropriate 7th character is to be added to each code from category T84'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T85,"Complications of other internal prosthetic devices, implants and grafts",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],['failure and rejection of transplanted organs and tissue (T86.-)'],[],[],[],['The appropriate 7th character is to be added to each code from category T85'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
T86,Complications of transplanted organs and tissue,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],[],"['code to identify other transplant complications, such as:', 'graft-versus-host disease (D89.81-)', 'malignancy associated with organ transplant (C80.2)', 'post-transplant lymphoproliferative disorders (PTLD) (D47.Z1)']",[],[],[],{},[],[]
T87,Complications peculiar to reattachment and amputation,19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],[],[],[],[],[],{},[],[]
T88,"Other complications of surgical and medical care, not elsewhere classified",19,"Injury, poisoning and certain other consequences of external causes (S00-T88)",,"Complications of surgical and medical care, not elsewhere classified (T80-T88)",[],[],[],"['complication following infusion, transfusion and therapeutic injection (T80.-)', 'complication following procedure NEC (T81.-)', 'complications of anesthesia in labor and delivery (O74.-)', 'complications of anesthesia in pregnancy (O29.-)', 'complications of anesthesia in puerperium (O89.-)', 'complications of devices, implants and grafts (T82-T85)', 'complications of obstetric surgery and procedure (O75.4)', 'dermatitis due to drugs and medicaments (L23.3, L24.4, L25.1, L27.0-L27.1)', 'poisoning and toxic effects of drugs and chemicals (T36-T65 with fifth or sixth character 1-4)', 'specified complications classified elsewhere']",[],[],[],['The appropriate 7th character is to be added to each code from category T88'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V00,Pedestrian conveyance accident,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],"['collision with another person without fall (W51)', 'fall due to person on foot colliding with another person on foot (W03)', 'fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter without collision (W05.-)', 'pedestrian (conveyance) collision with other land transport vehicle (V01-V09)', 'pedestrian on foot falling (slipping) on ice and snow (W00.-)']",[],"['place of occurrence and activity external cause codes, if known (Y92.-, Y93.-)']",[],[],['The appropriate 7th character is to be added to each code from category V00'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V01,Pedestrian injured in collision with pedal cycle,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V01'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V02'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V03,"Pedestrian injured in collision with car, pick-up truck or van",20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V03'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V04,Pedestrian injured in collision with heavy transport vehicle or bus,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],"['pedestrian injured in collision with military vehicle (V09.01, V09.21)']",[],[],[],[],['The appropriate 7th character is to be added to each code from category V04'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V05,Pedestrian injured in collision with railway train or railway vehicle,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V05'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V06,Pedestrian injured in collision with other nonmotor vehicle,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],"['collision with animal-drawn vehicle, animal being ridden, nonpowered streetcar']",['pedestrian injured in collision with pedestrian conveyance (V00.0-)'],[],[],[],[],['The appropriate 7th character is to be added to each code from category V06'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V09,Pedestrian injured in other and unspecified transport accidents,20,External causes of morbidity (V00-Y99),,Pedestrian injured in transport accident (V00-V09),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V09'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V10,Pedal cycle rider injured in collision with pedestrian or animal,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],['pedal cycle rider collision with animal-drawn vehicle or animal being ridden (V16.-)'],[],[],[],[],['The appropriate 7th character is to be added to each code from category V10'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V11,Pedal cycle rider injured in collision with other pedal cycle,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V11'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V12,Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V12'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V13,"Pedal cycle rider injured in collision with car, pick-up truck or van",20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V13'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V14,Pedal cycle rider injured in collision with heavy transport vehicle or bus,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],['pedal cycle rider injured in collision with military vehicle (V19.81)'],[],[],[],[],['The appropriate 7th character is to be added to each code from category V14'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V15,Pedal cycle rider injured in collision with railway train or railway vehicle,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V15'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V16,Pedal cycle rider injured in collision with other nonmotor vehicle,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],"['collision with animal-drawn vehicle, animal being ridden, streetcar']",[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V16'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V17,Pedal cycle rider injured in collision with fixed or stationary object,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V17'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V18,Pedal cycle rider injured in noncollision transport accident,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],"['fall or thrown from pedal cycle (without antecedent collision)', 'overturning pedal cycle NOS', 'overturning pedal cycle without collision']",[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V18'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V19,Pedal cycle rider injured in other and unspecified transport accidents,20,External causes of morbidity (V00-Y99),,Pedal cycle rider injured in transport accident (V10-V19),[],[],[],[],[],[],[],['The appropriate 7th character is to be added to each code from category V19'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
V20,Motorcycle rider injured in collision with pedestrian or animal,20,External causes of morbidity (V00-Y99),,Motorcycle rider injured in transport accident (V20-V29),[],[],['motorcycle rider collision with animal-drawn vehicle or animal being ridden (V26.-)'],[],[],[],[],['The appropriate 7th character is to be added to each code from category V20'],"{'A': 'initial encounter', 'D': 'subsequent encounter', 'S': 'sequela'}",[],[]
